aa,ac,ag,at,cc,gc,ct,gt,tt,gg,ref_id,split_id
15.50000014,25.47597964,28.29931871,30.76989533,12.29403638,22.99948659,24.47255124,27.02243846,14.67472345,13.53924644,SARS-CoV-2_16_LEFT,SARS-CoV-2_41_LEFT
17.26305875,24.98532231,30.58838572,29.8535251,11.59128144,21.48188878,21.15815867,24.76458799,13.4082806,13.69281909,SARS-CoV-2_16_LEFT,SARS-CoV-2_41_RIGHT
16.04992201,26.62341422,26.98635521,33.55266716,12.47200703,22.02297036,25.79215465,26.12866727,15.37260068,12.61883884,SARS-CoV-2_16_LEFT,SARS-CoV-2_42_LEFT
15.89572858,25.60627454,28.69965008,30.88764035,12.18715338,22.68466034,23.90754649,26.50557518,14.45171133,13.49332541,SARS-CoV-2_16_LEFT,SARS-CoV-2_42_RIGHT
15.02089381,23.62079246,26.89511022,30.45935088,11.86433005,21.77081971,23.85982151,27.21952813,15.243813,13.41119102,SARS-CoV-2_16_LEFT,SARS-CoV-2_43_LEFT
16.59604371,29.50928306,28.99305627,29.66068451,13.31422398,24.19406461,24.62568831,24.28832722,13.37322769,13.11350848,SARS-CoV-2_16_LEFT,SARS-CoV-2_43_RIGHT
16.16451594,25.72818579,28.21223053,30.09081108,12.20243063,22.21316471,23.26099876,25.19497939,14.04745818,13.23707482,SARS-CoV-2_16_LEFT,SARS-CoV-2_44_LEFT
14.90037371,26.19019081,27.45725989,30.79804667,12.84230156,24.05144403,26.42817186,27.72374464,15.07077986,13.43849618,SARS-CoV-2_16_LEFT,SARS-CoV-2_44_RIGHT
14.42086261,22.27892592,29.36214658,29.30898504,11.47923693,22.99197016,22.96208371,30.6959349,15.08634763,15.11622976,SARS-CoV-2_16_LEFT,SARS-CoV-2_45_LEFT
16.70829793,29.92840094,25.72556596,34.60078196,13.40428961,22.02532706,27.66912818,24.12196185,15.18656024,11.83207715,SARS-CoV-2_16_LEFT,SARS-CoV-2_45_RIGHT
16.80528792,26.50029076,32.30659239,30.36535683,12.07450711,23.57985427,22.6412614,26.435333,13.51767821,14.25429988,SARS-CoV-2_16_LEFT,SARS-CoV-2_46_LEFT
17.82583204,34.09362448,28.08127407,34.88172208,14.01038763,23.62035311,27.80610778,23.93714358,14.25547459,12.09140639,SARS-CoV-2_16_LEFT,SARS-CoV-2_46_RIGHT
17.32444819,25.55813151,29.88707207,37.66214549,11.54670901,21.04909668,24.00573979,27.67416698,15.69937309,13.03140447,SARS-CoV-2_16_LEFT,SARS-CoV-2_47_LEFT
17.30600292,28.24208487,26.55164973,34.08933184,12.62748135,21.13880669,25.15112184,23.85061499,14.78205138,12.01954367,SARS-CoV-2_16_LEFT,SARS-CoV-2_47_RIGHT
15.87331328,25.09178354,29.5757053,33.53670028,11.87578936,22.57985825,24.55163895,28.78192044,15.38017285,13.70461398,SARS-CoV-2_16_LEFT,SARS-CoV-2_48_LEFT
16.53473206,28.72454704,25.78150681,28.89654354,13.37841708,22.15658713,24.28821969,22.25006377,13.45112265,12.16722969,SARS-CoV-2_16_LEFT,SARS-CoV-2_48_RIGHT
15.71890259,26.35132577,25.78878796,30.68287424,12.70579972,21.86201126,25.0381931,24.5381442,14.68848742,12.46025357,SARS-CoV-2_16_LEFT,SARS-CoV-2_49_LEFT
15.18757155,23.31447809,28.96288775,31.2191562,11.57306586,22.21330117,23.3845663,29.07992221,15.25651859,14.14776266,SARS-CoV-2_16_LEFT,SARS-CoV-2_49_RIGHT
16.7320564,24.60287115,28.52334635,33.10420989,11.56495076,20.81359621,22.85094948,26.09148959,14.90880271,13.06385097,SARS-CoV-2_16_LEFT,SARS-CoV-2_50_LEFT
17.50570329,26.64582747,32.91966885,28.60525454,12.00634074,23.1789142,21.18253246,24.57130479,12.70325793,14.27390379,SARS-CoV-2_16_LEFT,SARS-CoV-2_50_RIGHT
14.72379139,24.2615531,27.33979394,29.26856248,12.240092,23.06067683,24.33124177,27.43208934,14.78145086,13.76503673,SARS-CoV-2_16_LEFT,SARS-CoV-2_51_LEFT
14.84306136,23.207196,28.181107,30.89539792,11.68141965,22.33782176,23.85822309,29.22012125,15.46452411,14.05474254,SARS-CoV-2_16_LEFT,SARS-CoV-2_51_RIGHT
15.62356017,27.49946027,29.40891583,32.24194175,12.82303908,24.56407639,26.35001303,28.06452603,14.81330173,13.61736688,SARS-CoV-2_16_LEFT,SARS-CoV-2_52_LEFT
16.12779279,24.49252582,29.97696793,28.63004737,11.787333,22.39537752,21.70391831,25.6787872,13.53129356,14.12858742,SARS-CoV-2_16_LEFT,SARS-CoV-2_52_RIGHT
15.91468565,26.67015987,26.60644503,31.50229095,12.65488116,22.17475656,25.20973719,25.15390448,14.76807129,12.62801724,SARS-CoV-2_16_LEFT,SARS-CoV-2_53_LEFT
17.91522863,32.62781157,28.93480838,26.96209826,14.01320427,24.12108345,22.81085558,21.14182611,12.02322135,12.70777678,SARS-CoV-2_16_LEFT,SARS-CoV-2_53_RIGHT
17.84425117,26.63184709,31.05044047,31.22901964,11.89059636,21.91788367,21.99589053,24.68964637,13.48755057,13.42473549,SARS-CoV-2_16_LEFT,SARS-CoV-2_54_LEFT
17.45695784,29.30958188,26.96419723,30.57001787,13.03361119,21.85462453,23.97272491,22.47554821,13.5020563,12.17686116,SARS-CoV-2_16_LEFT,SARS-CoV-2_54_RIGHT
14.95092032,23.77373308,28.5220152,32.01676662,11.7932934,22.66852028,24.61323867,29.83060832,15.7263924,13.98917519,SARS-CoV-2_16_LEFT,SARS-CoV-2_55_LEFT
18.55547767,28.51960454,29.77128824,32.88041202,12.25197145,21.57392908,22.95765831,23.69808071,13.65860815,12.65494194,SARS-CoV-2_16_LEFT,SARS-CoV-2_55_RIGHT
14.40152665,23.80045741,29.43845302,31.15979893,11.98123249,24.26369395,25.32858946,32.05563871,15.69697238,14.78321663,SARS-CoV-2_16_LEFT,SARS-CoV-2_56_LEFT
15.33364662,26.19209022,28.69750039,30.06452849,12.64476381,24.07421198,24.96328799,27.18239987,14.41295785,13.77728531,SARS-CoV-2_16_LEFT,SARS-CoV-2_56_RIGHT
16.94273087,29.9113509,25.95730974,33.46054915,13.34162432,21.94330528,26.62789068,23.55551153,14.68367553,11.8777,SARS-CoV-2_16_LEFT,SARS-CoV-2_57_LEFT
17.83860207,30.67888021,28.10227391,32.5603089,13.16774465,22.48721978,24.9811412,23.35990755,13.80859468,12.29214621,SARS-CoV-2_16_LEFT,SARS-CoV-2_57_RIGHT
17.13438676,27.2733634,32.23651271,31.32392505,12.18303843,23.5106398,23.07741378,26.2618715,13.63056237,13.95852058,SARS-CoV-2_16_LEFT,SARS-CoV-2_58_LEFT
15.31981359,23.64199285,29.84294942,33.35727987,11.54084867,22.48169395,24.18474495,30.79892395,15.85652428,14.23505504,SARS-CoV-2_16_LEFT,SARS-CoV-2_58_RIGHT
18.58649415,29.73204024,29.7280117,30.83883262,12.66237329,22.18703665,22.73520131,22.73306249,13.02264069,12.66106381,SARS-CoV-2_16_LEFT,SARS-CoV-2_59_LEFT
14.7355545,24.46214847,25.71311879,31.95189431,12.30595807,22.04876769,26.15599466,27.62864521,16.16894578,12.90638197,SARS-CoV-2_16_LEFT,SARS-CoV-2_59_RIGHT
16.62621339,26.23180836,28.59076769,32.20308538,12.13017335,21.95241077,23.79771273,25.6490826,14.48127603,13.04248091,SARS-CoV-2_16_LEFT,SARS-CoV-2_60_LEFT
16.3567222,29.60275567,27.33166507,30.52258579,13.50706194,23.56935975,25.75748588,24.09877594,13.87920007,12.60082824,SARS-CoV-2_16_LEFT,SARS-CoV-2_60_RIGHT
15.93120294,29.77244544,25.77544012,30.39986348,13.89632323,23.31259166,26.85924478,23.66103643,14.1681341,12.21297422,SARS-CoV-2_16_LEFT,SARS-CoV-2_61_LEFT
16.01613886,26.71259202,26.12371417,32.4284673,12.62268005,21.7301489,25.55889879,25.02719492,15.09386871,12.37920263,SARS-CoV-2_16_LEFT,SARS-CoV-2_61_RIGHT
16.9701016,28.3973806,28.18369578,34.11433577,12.66426031,22.36901708,25.54929525,25.38287807,14.75962674,12.58659962,SARS-CoV-2_16_LEFT,SARS-CoV-2_62_LEFT
15.68536198,29.49765179,25.3911688,32.39813692,13.83357246,23.14850423,28.54241401,24.71794026,15.10618491,12.09530971,SARS-CoV-2_16_LEFT,SARS-CoV-2_62_RIGHT
14.91722844,25.53131198,29.560287,30.80999988,12.45569443,24.74306803,25.54914313,29.58563161,14.93077189,14.32883736,SARS-CoV-2_16_LEFT,SARS-CoV-2_63_LEFT
17.15340051,25.74693813,31.7832764,30.99802773,11.74788141,22.39576635,22.05028186,26.01995039,13.6601995,13.95211585,SARS-CoV-2_16_LEFT,SARS-CoV-2_63_RIGHT
15.66355544,24.67681413,28.75181725,33.2405027,11.83740959,22.23589182,24.53519764,28.54871195,15.53219367,13.54869442,SARS-CoV-2_16_LEFT,SARS-CoV-2_64_LEFT
16.26873518,26.04288267,27.16872831,31.12809552,12.28874025,21.67332408,23.8980459,24.81393982,14.43084142,12.74850116,SARS-CoV-2_16_LEFT,SARS-CoV-2_64_RIGHT
16.68180966,26.07217608,29.63489902,34.67058698,11.93065302,22.09008647,24.41179415,27.41564848,15.15846192,13.2544691,SARS-CoV-2_16_LEFT,SARS-CoV-2_65_LEFT
14.12208674,24.44384331,27.00028455,31.19575446,12.48974786,24.01671043,27.09989013,30.43563843,16.16115056,13.81589131,SARS-CoV-2_16_LEFT,SARS-CoV-2_65_RIGHT
18.03846234,27.84486992,30.15751138,31.13274628,12.22134974,21.99292264,22.44876509,23.80742825,13.34354954,13.00879358,SARS-CoV-2_16_LEFT,SARS-CoV-2_66_LEFT
15.6932949,24.3418245,27.48976202,34.87350735,11.73875488,21.32391281,24.99155685,28.36043278,16.33272856,13.04845927,SARS-CoV-2_16_LEFT,SARS-CoV-2_66_RIGHT
16.89810436,27.74537807,28.80067934,31.32844907,12.56483675,22.61499586,23.99825006,24.74148277,13.93085724,12.96329034,SARS-CoV-2_16_LEFT,SARS-CoV-2_67_LEFT
17.33675882,28.56020166,27.77728115,32.26711931,12.70563327,21.94959814,24.38814199,23.84507563,14.06287291,12.4229775,SARS-CoV-2_16_LEFT,SARS-CoV-2_67_RIGHT
17.35964155,27.33560628,29.1589412,33.00071463,12.21871739,21.91134578,23.76082622,25.05269217,14.25435932,12.86795911,SARS-CoV-2_16_LEFT,SARS-CoV-2_68_LEFT
15.53509779,25.69147143,26.86262985,31.79194761,12.39903446,22.24725924,25.25043043,26.37344211,15.17240604,12.91034108,SARS-CoV-2_16_LEFT,SARS-CoV-2_68_RIGHT
14.20417587,24.0427773,26.8827115,30.3725029,12.32947289,23.51272615,25.98787252,29.45779298,15.76567263,13.80454869,SARS-CoV-2_16_LEFT,SARS-CoV-2_69_LEFT
15.02375643,23.54544675,26.15478747,33.59901873,11.77038782,21.13980867,25.27313691,28.39550011,16.72336779,12.95881089,SARS-CoV-2_16_LEFT,SARS-CoV-2_69_RIGHT
14.88512924,23.25776299,27.52687928,31.68772115,11.69264463,21.93772257,24.25930924,29.03544236,15.85424139,13.70416864,SARS-CoV-2_16_LEFT,SARS-CoV-2_70_LEFT
17.01946212,24.11037081,29.89144056,30.05033466,11.40733803,20.95069651,21.01962777,25.02922077,13.70912661,13.64456456,SARS-CoV-2_16_LEFT,SARS-CoV-2_70_RIGHT
18.67984753,30.38188688,31.76864587,28.85134573,12.82524283,23.3958486,21.92786819,22.55516011,12.33448391,13.2707753,SARS-CoV-2_16_LEFT,SARS-CoV-2_71_LEFT
15.21373987,23.46948548,29.34432425,29.8069594,11.66402692,22.59552346,22.84397676,28.29789319,14.61909542,14.38998414,SARS-CoV-2_16_LEFT,SARS-CoV-2_71_RIGHT
15.95439618,25.4996196,27.27207235,31.26012485,12.18617542,21.79923652,24.04895787,25.58484667,14.69101129,12.93165142,SARS-CoV-2_16_LEFT,SARS-CoV-2_72_LEFT
16.77693628,24.66053975,30.57953183,31.98478143,11.52822469,21.66072508,22.26823889,26.7552075,14.33763776,13.78264494,SARS-CoV-2_16_LEFT,SARS-CoV-2_72_RIGHT
15.18036531,23.63009341,29.39504743,32.34635745,11.63314044,22.58573972,24.10367113,30.19736561,15.63725787,14.22135298,SARS-CoV-2_16_LEFT,SARS-CoV-2_73_LEFT
16.6365923,26.10417317,28.65986214,35.70910706,11.96013189,21.67811284,24.95685094,27.23797441,15.57986594,12.90887821,SARS-CoV-2_16_LEFT,SARS-CoV-2_73_RIGHT
17.24382121,25.33386987,33.69133277,28.69879716,11.65768791,22.92265031,20.76555223,25.5332753,12.88165578,14.76686394,SARS-CoV-2_16_LEFT,SARS-CoV-2_74_LEFT
15.79670425,24.37275759,27.12494989,33.32622671,11.78420907,21.12667201,24.30410174,27.03677501,15.72964168,12.93760512,SARS-CoV-2_16_LEFT,SARS-CoV-2_74_RIGHT
17.13799185,25.53668937,29.46023224,32.18463435,11.74167196,21.34329483,22.56612497,25.4217336,14.22669541,13.18914676,SARS-CoV-2_16_LEFT,SARS-CoV-2_75_LEFT
13.76060748,22.93317072,26.39867033,29.33147595,12.14282622,23.35580738,25.50988361,30.09448604,15.92597135,14.09436772,SARS-CoV-2_16_LEFT,SARS-CoV-2_75_RIGHT
15.04593126,25.58014145,25.62024573,33.79231017,12.52725759,22.05131215,27.36875215,27.41581706,16.4778222,12.54529476,SARS-CoV-2_16_LEFT,SARS-CoV-2_76_LEFT
16.98590477,23.73105411,31.03881343,30.89652725,11.23093624,21.06828388,21.01107478,26.21563704,13.95345947,14.01022393,SARS-CoV-2_16_LEFT,SARS-CoV-2_76_RIGHT
16.99312341,25.94170715,28.06384069,32.05868091,11.97856799,21.16731636,23.11657583,24.71536531,14.3468313,12.78087893,SARS-CoV-2_16_LEFT,SARS-CoV-2_77_LEFT
19.08243774,32.92082452,30.10356397,31.01448578,13.35518822,23.12800789,23.60901924,22.28654192,12.78245357,12.50726991,SARS-CoV-2_16_LEFT,SARS-CoV-2_77_RIGHT
15.21408397,25.55797196,25.96241076,32.23357615,12.51127011,22.11231759,26.16395032,26.59157209,15.70332115,12.69383381,SARS-CoV-2_16_LEFT,SARS-CoV-2_78_LEFT
15.96537279,27.20235752,29.50907181,31.89903541,12.61362838,23.89258069,25.29665444,27.21685262,14.53388269,13.54898513,SARS-CoV-2_16_LEFT,SARS-CoV-2_78_RIGHT
15.49129885,25.48895078,29.87973844,31.42663793,12.17727566,23.72122102,24.59639584,28.58895507,14.75708986,14.06854327,SARS-CoV-2_16_LEFT,SARS-CoV-2_79_LEFT
14.37868721,22.03785125,25.3634606,31.95168906,11.49567725,20.69186099,24.49542947,28.86895859,16.98226394,13.15050633,SARS-CoV-2_16_LEFT,SARS-CoV-2_79_RIGHT
15.20003372,24.8389562,28.77497791,30.44145242,12.15308292,23.31108712,24.30496368,28.02299989,14.75236161,13.95310059,SARS-CoV-2_16_LEFT,SARS-CoV-2_80_LEFT
16.26562106,25.69605585,28.75403964,31.06557806,12.08297906,22.2225871,23.44498946,25.87026208,14.28901957,13.3204233,SARS-CoV-2_16_LEFT,SARS-CoV-2_80_RIGHT
15.35530959,27.39479151,26.18600795,33.42597527,13.08606659,23.03300471,28.06822247,26.78967628,15.82594526,12.55900239,SARS-CoV-2_16_LEFT,SARS-CoV-2_81_LEFT
14.5935982,25.50740484,27.12438593,30.18794726,12.75865443,24.01672658,26.26341871,28.00179549,15.14443081,13.55740216,SARS-CoV-2_16_LEFT,SARS-CoV-2_81_RIGHT
16.60711986,28.60601065,27.81213059,31.67245066,12.99003052,22.91762892,25.26139689,24.6669713,14.19369815,12.68283509,SARS-CoV-2_16_LEFT,SARS-CoV-2_82_LEFT
14.99753742,25.06349446,28.82935309,28.59746876,12.40042052,24.05787788,23.90631828,27.23746786,14.09323578,14.20863705,SARS-CoV-2_16_LEFT,SARS-CoV-2_82_RIGHT
14.89525405,25.77144792,27.6953552,32.28173819,12.59066981,23.77284878,26.83171501,28.96134119,15.69555466,13.47888435,SARS-CoV-2_16_LEFT,SARS-CoV-2_83_LEFT
16.67102888,27.06193362,26.23990365,34.85254761,12.43324437,21.06624571,25.68365392,24.95490753,15.49919471,12.12150209,SARS-CoV-2_16_LEFT,SARS-CoV-2_83_RIGHT
15.11820704,24.08704767,28.83785916,32.54509282,11.82425115,22.75214638,24.76864575,29.89368222,15.74361464,13.96458738,SARS-CoV-2_16_LEFT,SARS-CoV-2_84_LEFT
14.6830359,26.03005586,25.0393904,31.7766275,13.02801844,22.73778658,27.88400656,26.72354276,16.01301249,12.54859316,SARS-CoV-2_16_LEFT,SARS-CoV-2_84_RIGHT
17.28361662,28.34061909,32.69893117,32.223234,12.40997343,24.06789854,23.83991033,26.60087897,13.74659998,13.90964376,SARS-CoV-2_16_LEFT,SARS-CoV-2_85_LEFT
18.65211544,27.14926074,31.19484157,32.73376266,11.80300868,21.36861432,21.9796255,24.33356884,13.58679593,13.09359898,SARS-CoV-2_16_LEFT,SARS-CoV-2_85_RIGHT
14.93245502,25.21803389,25.63205145,31.91033371,12.53282893,22.17460988,26.40334311,26.86516301,15.88512456,12.72697605,SARS-CoV-2_16_LEFT,SARS-CoV-2_86_LEFT
15.32967039,23.72763458,29.73040353,32.24484634,11.60948425,22.5705575,23.83310653,29.91097418,15.43183374,14.2543689,SARS-CoV-2_16_LEFT,SARS-CoV-2_86_RIGHT
15.99013645,23.32644959,29.08359974,30.96305908,11.38041627,21.20421631,22.07527884,27.03246197,14.65835758,13.80744358,SARS-CoV-2_16_LEFT,SARS-CoV-2_87_LEFT
16.62874424,25.38232581,32.20323179,28.84037575,11.85039495,23.19280473,21.57497135,25.9399029,13.19317677,14.5503856,SARS-CoV-2_16_LEFT,SARS-CoV-2_87_RIGHT
15.71006559,25.58991724,30.98664026,28.08050709,12.27249226,24.32771239,22.63633091,26.52177,13.3473749,14.65415312,SARS-CoV-2_16_LEFT,SARS-CoV-2_88_LEFT
16.62117782,27.5110082,28.12220191,33.84679319,12.49827451,22.31829875,25.39800654,25.90225742,14.92513113,12.72886508,SARS-CoV-2_16_LEFT,SARS-CoV-2_88_RIGHT
15.69051359,26.38013325,26.4133772,29.80429496,12.72162819,22.33486472,24.55409319,24.58220196,14.28296661,12.73629065,SARS-CoV-2_16_LEFT,SARS-CoV-2_89_LEFT
17.31996518,29.14594598,30.93743063,29.86353871,12.81805588,23.91103401,23.32241347,24.35625776,13.07395239,13.45806598,SARS-CoV-2_16_LEFT,SARS-CoV-2_89_RIGHT
15.04448406,29.71174767,25.24253991,31.98170632,14.31526009,24.30746762,30.35557378,25.67527145,15.39277502,12.2753885,SARS-CoV-2_16_LEFT,SARS-CoV-2_90_LEFT
16.61153314,26.55238936,26.48338085,31.45449471,12.38803684,21.18406212,23.96493972,23.91057996,14.40044853,12.36076362,SARS-CoV-2_16_LEFT,SARS-CoV-2_90_RIGHT
16.23763047,25.95155081,28.44730992,35.18271294,12.05687825,22.02787338,25.37379429,27.73118719,15.72167394,13.02761627,SARS-CoV-2_16_LEFT,SARS-CoV-2_91_LEFT
16.2598519,24.43228139,29.60409696,31.61746957,11.62677356,21.77776022,22.72505193,26.98608562,14.57074312,13.71719719,SARS-CoV-2_16_LEFT,SARS-CoV-2_91_RIGHT
17.00720623,26.80439721,31.87186039,32.3960714,12.06251841,23.19281034,23.43515313,26.97227994,14.08561889,13.89495218,SARS-CoV-2_16_LEFT,SARS-CoV-2_92_LEFT
18.63061733,27.26190018,31.14613413,32.36878978,11.84823235,21.44297857,21.93728584,24.16776522,13.48634456,13.09254604,SARS-CoV-2_16_LEFT,SARS-CoV-2_92_RIGHT
15.14974049,23.35689084,27.84361923,32.1442654,11.61059179,21.71256389,23.97945142,28.79278301,15.76687075,13.64282502,SARS-CoV-2_16_LEFT,SARS-CoV-2_93_LEFT
14.92155188,24.31125211,27.39280499,28.9979483,12.19531141,22.80425273,23.8327918,26.76271576,14.51955453,13.69285567,SARS-CoV-2_16_LEFT,SARS-CoV-2_93_RIGHT
14.49574975,26.80427864,23.86248956,31.28687348,13.5965087,22.73220102,29.18893253,25.64675349,16.03607388,12.12858955,SARS-CoV-2_16_LEFT,SARS-CoV-2_94_LEFT
14.21593782,22.6623224,25.84317588,27.38417747,11.97045345,22.07282938,23.12834073,26.47764612,14.6317542,13.70924873,SARS-CoV-2_16_LEFT,SARS-CoV-2_94_RIGHT
14.63464378,23.89016241,28.80911932,31.32777025,11.96146708,23.5417278,25.05811387,30.66658236,15.65035648,14.34422775,SARS-CoV-2_16_LEFT,SARS-CoV-2_95_LEFT
15.62065384,26.20942531,26.17471841,32.8997912,12.57284293,22.00231728,26.17554177,26.14094039,15.59344985,12.55792843,SARS-CoV-2_16_LEFT,SARS-CoV-2_95_RIGHT
16.81813926,27.76161737,29.83660174,31.50890035,12.51244839,23.16373186,24.05994919,25.51387168,13.91827856,13.28745617,SARS-CoV-2_16_LEFT,SARS-CoV-2_96_LEFT
15.66621509,27.85085299,26.32069192,29.92909131,13.26808783,23.10954969,25.69531588,24.42093584,14.20269927,12.59962593,SARS-CoV-2_16_LEFT,SARS-CoV-2_96_RIGHT
15.65643813,29.31548262,26.97190039,31.14634089,13.7043348,24.25313075,27.40772659,25.39521682,14.49844504,12.70746082,SARS-CoV-2_16_LEFT,SARS-CoV-2_97_LEFT
16.83041807,29.26146046,31.06142697,29.77023584,13.01132096,24.73745755,23.97844268,25.07669306,13.19986557,13.67978654,SARS-CoV-2_16_LEFT,SARS-CoV-2_97_RIGHT
19.59534585,29.91179103,32.29983026,32.52461352,12.29889156,22.22930645,22.32089413,23.47302475,13.05235756,12.98792672,SARS-CoV-2_16_LEFT,SARS-CoV-2_98_LEFT
14.78009825,23.79838532,28.58628114,29.2138408,11.9788801,23.27847516,23.66272422,28.37777215,14.66226536,14.33375317,SARS-CoV-2_16_LEFT,SARS-CoV-2_98_RIGHT
14.23812223,24.64463286,25.40162709,30.20020122,12.69755915,23.001694,26.69165481,27.60883881,15.79428836,13.09242699,SARS-CoV-2_16_LEFT,SARS-CoV-2_99_LEFT
16.76313016,26.75464066,28.26416794,30.23552345,12.36093453,22.0706335,23.14728314,24.21028028,13.74184423,12.95209468,SARS-CoV-2_16_LEFT,SARS-CoV-2_99_RIGHT
13.68549415,24.14537169,28.95113597,26.82213946,12.68475493,26.65500102,24.88902577,30.10918039,14.20139912,15.49382317,SARS-CoV-2_16_RIGHT,SARS-CoV-2_16_RIGHT
13.62941206,24.47988965,25.28760806,29.07590196,13.00142582,24.22620673,27.61401259,28.69575946,15.80434749,13.46496611,SARS-CoV-2_16_RIGHT,SARS-CoV-2_17_LEFT
14.17485785,23.90243079,26.06417817,29.189876,12.39739926,23.06801623,25.36423222,27.87134302,15.34535697,13.54672474,SARS-CoV-2_16_RIGHT,SARS-CoV-2_17_RIGHT
14.76182648,25.03950773,27.59833586,27.97180122,12.58459417,23.8450894,24.10928324,26.43665661,14.05860755,13.86484017,SARS-CoV-2_16_RIGHT,SARS-CoV-2_18_LEFT
14.10436353,26.35641135,28.20766326,26.55455699,13.53008392,27.08056798,25.57443754,27.29196037,13.63679314,14.54752266,SARS-CoV-2_16_RIGHT,SARS-CoV-2_18_RIGHT
14.42353677,24.82108278,28.54716083,27.65796465,12.59927177,24.98164842,24.32885619,27.86552049,14.06291982,14.54298876,SARS-CoV-2_16_RIGHT,SARS-CoV-2_19_LEFT
13.03143392,23.3599889,24.71364374,27.82712536,12.94549078,24.55851044,27.62220712,29.66937922,16.00795666,13.81481728,SARS-CoV-2_16_RIGHT,SARS-CoV-2_19_RIGHT
18.83430138,32.88632941,30.95423201,29.74510134,13.40912872,23.81289003,23.15585294,22.2980606,12.44943959,12.81996047,SARS-CoV-2_16_RIGHT,SARS-CoV-2_20_LEFT
12.85769502,21.73583446,25.03979057,29.2689005,12.11055055,23.54338693,27.14170856,33.13638142,17.43121712,14.23517622,SARS-CoV-2_16_RIGHT,SARS-CoV-2_20_RIGHT
14.84822578,28.56265179,26.16009087,27.38326663,14.17782462,25.19665654,26.31315422,24.3128405,13.58587494,12.98734663,SARS-CoV-2_16_RIGHT,SARS-CoV-2_21_LEFT
14.65062402,25.40071905,28.54948366,27.8804253,12.72717027,24.93833898,24.45011274,27.30591609,13.96842953,14.31518225,SARS-CoV-2_16_RIGHT,SARS-CoV-2_21_RIGHT
16.55683941,27.78683622,30.87542968,29.24023619,12.66228621,24.23280283,23.2972349,25.27255221,13.22507494,13.86575107,SARS-CoV-2_16_RIGHT,SARS-CoV-2_22_LEFT
13.76258694,26.52935001,25.3931929,28.72573978,13.91019467,25.63166618,29.04650059,27.64560484,15.20357491,13.2701859,SARS-CoV-2_16_RIGHT,SARS-CoV-2_22_RIGHT
13.64400375,23.7288895,25.26088094,30.06444001,12.58942842,23.45716854,27.40061984,29.5904692,16.45540351,13.4544474,SARS-CoV-2_16_RIGHT,SARS-CoV-2_23_LEFT
17.67200558,31.9254652,31.23303813,29.96863038,13.46719456,24.90003468,24.15610135,23.79911765,12.81746616,13.23761549,SARS-CoV-2_16_RIGHT,SARS-CoV-2_23_RIGHT
14.22196812,24.16140955,27.4737189,27.85715471,12.47251715,24.20645334,24.49041292,27.92014431,14.47380153,14.25619538,SARS-CoV-2_16_RIGHT,SARS-CoV-2_24_LEFT
16.38656681,30.58324011,27.14755854,30.52786062,13.80609314,23.83345573,26.25355567,23.80290115,13.78410571,12.45833439,SARS-CoV-2_16_RIGHT,SARS-CoV-2_24_RIGHT
13.97167457,26.89949673,27.1037752,26.54315217,13.96635902,27.09414038,26.53398382,26.7316984,13.76732251,14.08129404,SARS-CoV-2_16_RIGHT,SARS-CoV-2_25_LEFT
13.42115227,24.34616789,26.63974371,28.2681331,12.98715254,25.78008967,27.28130133,30.35016739,15.38559766,14.35439928,SARS-CoV-2_16_RIGHT,SARS-CoV-2_25_RIGHT
13.8729973,25.01926158,28.7587526,28.06411295,12.90692933,26.6627519,26.08149348,30.25866508,14.58112399,14.98022415,SARS-CoV-2_16_RIGHT,SARS-CoV-2_26_LEFT
13.47949664,21.92170847,26.95759911,28.21020127,11.83644721,23.50326201,24.40306073,31.18222802,15.67968345,14.84042023,SARS-CoV-2_16_RIGHT,SARS-CoV-2_26_RIGHT
13.01032839,21.5161342,29.64357662,26.43982154,11.8295275,26.27824375,23.82250232,35.01428268,14.91809572,17.2643685,SARS-CoV-2_16_RIGHT,SARS-CoV-2_27_LEFT
13.2684217,23.95712488,25.86347516,28.14247764,12.96012584,25.27492916,27.4258402,30.10692738,15.6290511,14.1279154,SARS-CoV-2_16_RIGHT,SARS-CoV-2_27_RIGHT
14.84704753,28.63192374,28.61492658,26.45351301,14.04892829,27.19996346,25.27245233,25.25982037,12.99931853,14.04058227,SARS-CoV-2_16_RIGHT,SARS-CoV-2_28_LEFT
14.75068665,28.16988994,27.18887325,27.32532643,13.95468119,25.91297514,26.03469794,25.21741275,13.53454514,13.46732199,SARS-CoV-2_16_RIGHT,SARS-CoV-2_28_RIGHT
11.5843807,20.70408209,22.36724825,25.48276021,12.95493813,25.17169415,29.40046939,33.45946748,17.68685561,14.41803256,SARS-CoV-2_16_RIGHT,SARS-CoV-2_29_LEFT
15.05750936,26.08449461,29.65772648,26.61245782,12.84603523,25.4363128,23.26743431,25.93354529,13.09484635,14.58387214,SARS-CoV-2_16_RIGHT,SARS-CoV-2_29_RIGHT
13.29206873,22.34321203,26.70643347,27.59305689,12.1653353,24.33465579,25.04399981,30.99185043,15.48500278,14.87597805,SARS-CoV-2_16_RIGHT,SARS-CoV-2_30_LEFT
14.95137899,30.58499683,26.83360212,27.99149492,14.80844528,26.62251774,27.75811734,24.72903266,13.57192585,13.03423543,SARS-CoV-2_16_RIGHT,SARS-CoV-2_30_RIGHT
